Carimbo de data/hora,Quote,Author
2021/12/15 23:41:43,I'm open-minded.,Toto Wolff
2021/12/15 23:41:44,I'm always on the worrying side.,Toto Wolff
2021/12/15 23:41:45,"I live part of the time in Oxford, and I love it.",Toto Wolff
2021/12/15 23:41:47,"If you come into Formula 1, and you try to eat each other or perform on the highest level, and equalisation is what you need after the first race, and you cry out after the first race, it's not how we've done things in the past and not how we've moaned.",Toto Wolff
2021/12/15 23:41:48,"We are all racers at heart, and what we want to see is out and out racing, and may the quickest man win.",Toto Wolff
2021/12/15 23:41:50,You need the right balance between data and gut feeling.,Toto Wolff
2021/12/15 23:41:51,"Every team can have a shot at the title, and we're seeing all of them as a potential threat. There's absolutely no feeling of entitlement to be at the front.",Toto Wolff
2021/12/15 23:41:52,The downfall of any leader in a sport's team is when he gets carried away with his own ego.,Toto Wolff
2021/12/15 23:41:53,F1 needs Ferrari much more than Ferrari needs F1.,Toto Wolff
2021/12/15 23:41:54,I was raised by my mother. My father died when I was 15. He was just 41.,Toto Wolff
2021/12/15 23:41:55,"Brexit is a major concern for us, and it should be a major concern for all of us who live in the U.K. and operate out of the U.K.",Toto Wolff
2021/12/15 23:41:56,A restructuring of an organisation is always a difficult time and delicate.,Toto Wolff
2021/12/15 23:41:58,"I'm getting to enjoy the mentality of the British, the sarcasm, the dry humour. There are so many more ways of articulating yourself than in German.",Toto Wolff
2021/12/15 23:41:59,"This is motor racing. We go at very high speeds, and tires have always been deflating or exploding. It is just part of the sport.",Toto Wolff
2021/12/15 23:42:00,We have a strict radio protocol and structure how our decisions are made. This is how we've won so many races.,Toto Wolff
2021/12/15 23:42:01,"The combination between the speed, personality, and being able to temper your emotions in both directions is a great ingredient.",Toto Wolff
2021/12/15 23:42:02,"The way we are getting parts and services is just in time, at the last minute, into the U.K., and any major disruption in borders and taxes would massively damage the Formula One industry in the U.K.",Toto Wolff
2021/12/15 23:42:03,Don't mess with Sergio Marchionne.,Toto Wolff
2021/12/15 23:42:04,We are always full of the types of people who retire or die. But they are never saying 'This guy is really unbelievable; we're alive to witness an exceptional performer.' I think we should recognise that while we are still racing.,Toto Wolff
2021/12/15 23:42:06,"In terms of the sport itself, I think we need to stop talking ourselves down.",Toto Wolff
2021/12/15 23:42:07,I was much too late when I found out about my passion for motor racing. I was 18.,Toto Wolff
2021/12/15 23:42:08,You cannot expect a driver who has just lost a shot at pole position to run around with a smile on his face. You need to accept that he is upset in a different way to how we are upset.,Toto Wolff
2021/12/15 23:42:09,"We appreciate every rational and every true comment, and we take criticism very seriously.",Toto Wolff
2021/12/15 23:42:10,I hate wearing trousers and shoes. I wear jeans and sneakers most of the time.,Mark Webber
2021/12/15 23:42:11,Formula one is very one-dimensional in terms of what we do in the cockpit.,Mark Webber
2021/12/15 23:42:12,"For me to train and get ready for racing, I can't just sit in the gym all the time and that's the way it is. Responsibility starts and stops with me. My main gig is grand prix driving, that's what I do and I need to keep that in the forefront of my mind.",Mark Webber
2021/12/15 23:42:13,"I am healthy, my family is healthy. That is the important thing. After that we go racing.",Mark Webber
2021/12/15 23:42:14,"I love driving at Monaco but the rest of it, well, I can absolutely take it or leave it. It's extremely pretentious and really not my cup of tea.",Mark Webber
2021/12/15 23:42:16,"Red Bull are backing a spinal-injury research charity called Wings For Life, which I am an ambassador for, with a programme called Faces for Charity that will run at this year's British Grand Prix.",Mark Webber
2021/12/15 23:42:17,"When I'm driving I should make more of an effort with my iPod, but I'm too lazy to organise a playlist.",Mark Webber
2021/12/15 23:42:19,"You know, when my dad was a racing fan in Australia he would follow Jack Brabham and sometimes only hear if he won two days after a race - when the result finally appeared in his newspaper. These days I can tweet something and it's all over the world in seconds.",Mark Webber
2021/12/15 23:42:20,"Cycling keeps me lean and I need to stay in shape, especially as I still like eating chocolate and ice-cream! I like to go mountain biking too. Running is also good; it's what we were designed to do as humans, so it comes naturally.",Mark Webber
2021/12/15 23:42:22,My mother and I took over abandoned buildings to sleep in.,Mark Webber
2021/12/15 23:42:23,"Only one guy can be world champion, and so if everyone else thought they were failures you'd have no one left on the grid.",Mark Webber
2021/12/15 23:42:24,"We don't get groupies, well I don't see them, anyway. That was something that I always looked forward to and am constantly disappointed by the lack of!",Mark Webber
2021/12/15 23:42:25,"Winning in Monaco is always special. That track has always been good to me. I won there in Formula 3000, battled for the victory with Williams in 2006 and now I've won two of the last three grands prix there.",Mark Webber
2021/12/15 23:42:26,"Sitting beside the pool is fine for two weeks, but after that I think it'd be quite hard to live with - so I need to keep racing.",Mark Webber
2021/12/15 23:42:27,I would love to be better at cooking but I hate cleaning up afterwards. I love the process of putting everything together and the chance of getting it right or wrong but it takes ten minutes to eat it and then ages to clean.,Mark Webber
2021/12/15 23:42:29,You can't change what happened. But you can still change what will happen.,Sebastian Vettel
2021/12/15 23:42:30,I don't care too much what happened in the past. I prefer to focus on what is coming next and I am really looking forward to it.,Sebastian Vettel
2021/12/15 23:42:31,"There are some things that you can fulfil with money, but at the end of the day these are not the things that make you happy. It is the small things that make life good.",Sebastian Vettel
2021/12/15 23:42:32,"If the boat started shaking, we stayed on course and didn't lose focus. That made the difference.",Sebastian Vettel
2021/12/15 23:42:33,"I put everything in that last lap, it was very emotional when I crossed the line. It was all I had, I gave it all.",Sebastian Vettel
2021/12/15 23:42:34,You can't always say what you'd like to say.,Sebastian Vettel
2021/12/15 23:42:35,You're traveling all over the world but to be home is something special.,Sebastian Vettel
2021/12/15 23:42:36,There are a few things that make me angry. Mostly things not going my way.,Sebastian Vettel
2021/12/15 23:42:38,"It's a tricky place, especially the last sector. I wasn't happy in practice. I wasn't happy with the car and I wasn't happy with myself. But I always thought there was more in the car.",Sebastian Vettel
2021/12/15 23:42:38,"Whenever I have to do something, I try to minimise the time it takes me to do it. I just cannot wait.",Sebastian Vettel
2021/12/15 23:42:39,The track in Abu Dhabi is special; this will be our third Grand Prix there.,Sebastian Vettel
2021/12/15 23:42:40,"Of course, you always give 100 percent, but at a home race you're always more motivated, simply because you feel at home.",Sebastian Vettel
2021/12/15 23:42:42,"We have reason to feel good, but it's also a threat to feel too good and I will pay attention that that doesn't happen.",Sebastian Vettel
2021/12/15 23:42:43,The bottom line is what we do might not be the safest so there is always some risk but we are ready to take that into account because we love racing and we love motor sports and it is dangerous.,Sebastian Vettel
2021/12/15 23:42:44,Driving at high speed where safe and legal is part of my life. As well as a higher top speed I wanted even better stability in my FX and that meant work on the aerodynamics.,Sebastian Vettel
2021/12/15 23:42:45,"If you are out in two races and someone else has a good couple of races, it could change. So all we do is try to get the optimum every time.",Sebastian Vettel
2021/12/15 23:42:47,"All in all it was a smooth race, the car was very well balanced. I'm very proud to be the first winner here in India.",Sebastian Vettel
2021/12/15 23:42:48,"I'm very proud to be the first winner of the Indian Grand Prix, but then on the other hand we recently lost two of our mates. I didn't know Dan Wheldon, but he was big in motorsport, and then this year I got to know Marco Simoncelli, so our thoughts are with them at the moment.",Sebastian Vettel
2021/12/15 23:42:49,I have always watched the Race of Champions on TV every year and dreamed about participating one day. It's fantastic to be invited; I'm so happy. To represent Team Germany together with Michael Schumacher is a great honor.,Sebastian Vettel
2021/12/15 23:42:50,"I come from an ordinary family - my dad is a carpenter, a roof-maker - and we've always loved racing together.",Sebastian Vettel
2021/12/15 23:42:51,"All these nice people saying I'm going to be world champion won't make me any faster, you have to believe it yourself.",Sebastian Vettel
2021/12/15 23:42:52,Sometimes you need to press pause to let everything sink in.,Sebastian Vettel
2021/12/15 23:42:54,"I don't care what other people think as long as I am happy. The day I die or retire, I have blown all my chances because I don't have the chance any more to change my image as an F1 driver.",Sebastian Vettel
2021/12/15 23:42:55,"At the end of your life, it's friendships, emotions and thoughts that you take with you, rather than what's in your bank account. So, even though people don't have a lot here, they are a lot richer in many ways and we can learn from that.",Sebastian Vettel
2021/12/15 23:42:56,"When I went into the last lap I was regretting a bit that it was over. I was enjoying again the first sector for the last time. Simply fantastic this circuit, and if you get 53 laps more, you appreciate it even more. It's made by God's hands.",Sebastian Vettel
2021/12/15 23:42:57,Motorsport is very expensive. No one cares if you had a good season two years ago and then you have an injury. It is a very dodgy investment.,Sebastian Vettel
2021/12/15 23:42:58,"Generally I don't care about what people say. I have to be clear with myself. When everything goes well, people celebrate you, when you make mistakes people criticize you.",Sebastian Vettel
2021/12/15 23:42:59,We always kept believing in ourselves and our team and the car.,Sebastian Vettel
2021/12/15 23:43:01,"When you walk the track and you see a corner and realise you were going round it at 160mph, you wonder who could be so stupid to take a corner at that speed. But in the car, you don't even think about that.",Sebastian Vettel
2021/12/15 23:43:02,"As a driver, your target is always to be with the most competitive team possible.",Sebastian Vettel
2021/12/15 23:43:04,"I was quite emotional when I finished my lap, but had to wait for other drivers to cross the line to hear whether I'd actually done it. It feels very special, but I acknowledge that the old master, Nigel Mansell, took his 14 poles from only 16 races.",Sebastian Vettel
2021/12/15 23:43:05,"It was an unbelievable experience! The brakes, the g-forces and the power of the engine are beyond description. Thanks to BMW and WilliamsF1 for giving me this chance to test. The test team looked after me brilliantly and I learnt plenty.",Sebastian Vettel
2021/12/15 23:43:06,"Teams like Ferrari, McLaren and Mercedes are going to be very, very motivated to go for the titles.",Sebastian Vettel
2021/12/15 23:43:07,"After 10 weeks away from Formula One, when they started the engine here at Valencia and everything was vibrating, I found myself sitting in the RB7 and smiling.",Sebastian Vettel
2021/12/15 23:43:08,"I remember my first test in F1. After five laps, I came back to the pits and tried to play it cool - 'Oh yeah, I'm fine, I'm on top of this' - but I was completely lost.",Sebastian Vettel
2021/12/15 23:43:09,"Qualifying is all about putting everything that you have and that the car has in one lap. It's like a rush, I really enjoy that.",Sebastian Vettel
2021/12/15 23:43:11,"There is no secret, once we go to qualifying, we all seem to enjoy it. Qualifying is all about putting everything that you have and that the car has in one lap. It's like a rush, I really enjoy that.",Sebastian Vettel
2021/12/15 23:43:12,Simply racing a Formula 1 car is an achievement.,Sebastian Vettel
2021/12/15 23:43:14,"After hurting myself like that, I could not go back immediately to racing. I was in no condition, mentally or physically. That helped me to strengthen myself to go through the hard times that were ahead with my business, and to be successful.",Nelson Piquet
2021/12/15 23:43:15,I am really looking forward to driving another of my father's car at the show in Rotterdam.,Nelson Piquet
2021/12/15 23:43:16,"I have quite a lot of fans in Holland because that is where my mother is from, in fact I have a fan club there, and the fans don't always get the chance to see us drive the cars because getting to races across Europe isn't always possible for them.",Nelson Piquet
2021/12/15 23:43:17,It is going to be special to drive in the Netherlands because it means I can take part in a Formula One demonstration in a country where I have a lot of family and friends.,Nelson Piquet
2021/12/15 23:43:18,"Through F1, I bought my own boat. I learned to fly my own plane and helicopter. And my job with my company is a reflection of everything motor racing taught me.",Nelson Piquet
2021/12/15 23:43:19,"Events like this mean we can give something back to the people that support us, and hopefully everyone will have a great day and we can put on a good show for them.",Nelson Piquet
2021/12/15 23:43:21,"In two years, I'll be making more than Michael Schumacher.",Nelson Piquet
2021/12/15 23:43:23,"The Lotus is a couple of years newer than the Williams was, and as the pace of development in F1 cars is so quick, I expect it to be another completely different experience, but still one that I know I'm going to enjoy.",Nelson Piquet
2021/12/15 23:43:25,"What he has done is the best ever in F1. It is something I look up to, and I am happy to have him as my dad.",Mick Schumacher
2021/12/15 23:43:25,Everyone evolves during the year.,Mick Schumacher
2021/12/15 23:43:27,Being compared to my father was never a problem for me.,Mick Schumacher
2021/12/15 23:43:28,"Being compared to the best driver in F1 history is the goal you want to achieve, and to have that as my idol and father is very special.",Mick Schumacher
2021/12/15 23:43:29,"The first impressions I had from Ferrari was very heart-opening, welcoming me in a family which was always part of my family.",Mick Schumacher
2021/12/15 23:43:30,We never stop working and learning.,Mick Schumacher
2021/12/15 23:43:31,There's no one person I can talk to and try and be as him - but the one person I want to is my dad.,Mick Schumacher
2021/12/15 23:43:33,"I prefer going, training, on the bike and to the gym, which is, for me, also very good on the mental side. I don't have the feeling I need to do online racing.",Mick Schumacher
2021/12/15 23:43:34,"As it seems, Spa is a good venue for the Schumacher family.",Mick Schumacher
2021/12/15 23:43:34,I was impressed by the braking power an F1 car has.,Mick Schumacher
2021/12/15 23:43:35,What my dad did was extraordinary. I appreciate it more every day.,Mick Schumacher
2021/12/15 23:43:37,"If you do a good lap, you know it is a good lap. If you get that feeling, it is addictive; you want more and more.",Mick Schumacher
2021/12/15 23:43:38,The goal is to win in F1. That is the aim.,Mick Schumacher
2021/12/15 23:43:39,"F3 is an important step for that, and the next step has to be Formula 2, but my goal is to step up and show what I can do.",Mick Schumacher
2021/12/15 23:43:40,Having the support I have from a lot of people all over the world can't be a bad thing. I am thankful for that.,Mick Schumacher
2021/12/15 23:43:41,"If I go to the city, I'm happy that I'm free, that nobody knows who I am. I guess we have done a good job there in keeping the private life really private.",Mick Schumacher
2021/12/15 23:43:42,Many world champions compare themselves to my father.,Mick Schumacher
2021/12/15 23:43:44,"I am happy to be the son of the greatest F1 racer of all time. I'm happy that he is the greatest F1 racer of all time, and I admire him for that. And even if sometimes it can be a bit difficult, it is what it is. There are good sides to it, and there are bad sides.",Mick Schumacher
2021/12/15 23:43:45,It is my goal to be world champion.,Mick Schumacher
2021/12/15 23:43:46,"I can learn very much from Ferrari because they have so much experience, and I will want to work with them to achieve the maximum I can.",Mick Schumacher
2021/12/15 23:43:47,"I am the son of my dad, and I am happy that I am.",Mick Schumacher
2021/12/15 23:43:48,"Already in go-karts, I said, 'OK, that's what I really want to do professionally as a career, as a job.'",Mick Schumacher
2021/12/15 23:43:49,"There's obviously a lot of drivers that are in F1 because they're one of the best drivers out there, so I can learn from everyone.",Mick Schumacher
2021/12/15 23:43:50,"I don't do any sim at home or whatever. If I do, it's with the team, which is a proper preparation for me.",Mick Schumacher
2021/12/15 23:43:52,"It is more than obvious that Ferrari has a big place in my heart since I was born and, also, in the hearts of our family.",Mick Schumacher
2021/12/15 23:43:53,"I'm hugely proud to be able to work with Ferrari - such a great team and huge amount of history, especially combined with my dad. I'm really proud to be able to be part of it. All our hearts are very red.",Mick Schumacher
2021/12/15 23:43:54,"Trying to find the limit of yourself and the limit of the car and sometimes to exceed it and see the real limit - if you find that sweet spot and are able to repeat it, it is one of the best feelings.",Mick Schumacher
2021/12/15 23:43:55,I was three years old. I had a go-kart that my dad had on a leash so I would not go too quick.,Mick Schumacher
2021/12/15 23:43:57,"I'm very happy to work with Prema and work in F2 because I have the feeling in some ways, it's a bit more difficult to drive and to work with the tyres than F1.",Mick Schumacher
2021/12/15 23:43:57,My dad had a huge influence on my career.,Mick Schumacher
2021/12/15 23:43:58,"We have a lot of people in F1 who went through F3, and it is a point where you can show what you've got.",Mick Schumacher
2021/12/15 23:43:59,"My dad had a huge influence. He's my idol, and I'm following everything he did, looking for something I can use myself.",Mick Schumacher
2021/12/15 23:44:00,"I would always compare myself with the best, and my dad is the best, and he's my idol, too.",Mick Schumacher
2021/12/15 23:44:03,"Maybe in hindsight the move to Sauber - not to disregard that year - but maybe if I'd stayed at Force India, that could have been a change to my career.",Nico Hulkenberg
2021/12/15 23:44:04,"The cars need to be louder so it goes through your skin and your stomach, like it used to be - and we need a bit more speed.",Nico Hulkenberg
2021/12/15 23:44:05,You never know what happens a few years down the line.,Nico Hulkenberg
2021/12/15 23:44:06,"If I have a problem with somebody, I go ahead and say what's on my mind.",Nico Hulkenberg
2021/12/15 23:44:07,"Well you always have your favourites, and least favourites, I'm generally a cardio person, I love running that's what I enjoy the most from everything that I do, and swimming is the least favourite and the toughest for me because I'm not so good at it!",Nico Hulkenberg
2021/12/15 23:44:08,The fact that people are regarding me as the team leader doesn't change much. At the Sauber F1 team both drivers get the same equipment and treatment.,Nico Hulkenberg
2021/12/15 23:44:10,"Nowadays you need a strong aero package, a good aerodynamic car, but also mechanically you cannot afford to have poor suspension. It all goes together as a package and you have to have harmony in the car.",Nico Hulkenberg
2021/12/15 23:44:11,Fans are an essential part of sport in general.,Nico Hulkenberg
2021/12/15 23:44:12,"If you receive so much fan mail, it does touch you personally.",Nico Hulkenberg
2021/12/15 23:44:12,Every driver wants to compete in races - that is what we are all driving for.,Nico Hulkenberg
2021/12/15 23:44:13,I think new regulations create a reset for all teams.,Nico Hulkenberg
2021/12/15 23:44:14,"It's an amazing experience for me, coming from the F1 environment and to see a race like Le Mans.",Nico Hulkenberg
2021/12/15 23:44:16,I'd like to have some good races and score points.,Nico Hulkenberg
2021/12/15 23:44:17,"I'm in the factory a lot so I see how hard the guys work, but you never really know how quickly and effectively the other teams' development programmes are going until you get to the track. It's only then that we will be able to tell.",Nico Hulkenberg
2021/12/15 23:44:18,The rule of thumb in F1 is to beat your teammate.,Nico Hulkenberg
2021/12/15 23:44:19,I'd like to thank the management at Force India for giving me the chance to return to Formula One as a team driver.,Nico Hulkenberg
2021/12/15 23:44:20,I'm not desperate to stay in Formula One. It needs to be sensible and it needs to be the right deal.,Nico Hulkenberg
2021/12/15 23:44:21,"In his stint with Renault, Michael Schumacher not only helped make Germany an F1 nation, he also sparked my enthusiasm and fire for racing.",Nico Hulkenberg
2021/12/15 23:44:22,It has always been my dream to work for a manufacturer team.,Nico Hulkenberg
2021/12/15 23:44:23,Of course it's a nice challenge to compete against a grand prix winner.,Nico Hulkenberg
2021/12/15 23:44:24,If you make your own luck then I don't seem to be very good at it.,Nico Hulkenberg
2021/12/15 23:44:26,Weight is crucial and it is very beneficial - if you have spare weight in Formula One that is powerful performance.,Nico Hulkenberg
2021/12/15 23:44:27,I don't have a sponsor or come from an exotic country where I can bring tonnes of money.,Nico Hulkenberg
2021/12/15 23:44:28,"You've got to distribute the tyre life over the stint, I think that's the main limiting factor, more than car balance.",Nico Hulkenberg
2021/12/15 23:44:29,I am happy to come back to Sahara Force India.,Nico Hulkenberg
2021/12/15 23:44:30,"When I was 7-years-old I, discovered Go-Karts and started Karting, since then I thought to be an F1 driver, that was pretty much buried into my head.",Nico Hulkenberg
2021/12/15 23:44:32,I never had the help of money in the background - it could be the cherry on the top a little bit - whereas some others had that to offer.,Nico Hulkenberg
2021/12/15 23:44:33,We always see that the gaps in qualifying are surprisingly close but then in the race suddenly it is like a second or something.,Nico Hulkenberg
2021/12/15 23:44:34,"I don't want to just stay desperately in Formula 1. That's not my style, that's not what I'm looking for. After 10 years in Formula 1 that's not what I'm after.",Nico Hulkenberg
2021/12/15 23:44:35,"Of course I would love to battle for victories and be up the front but it's always about where can you be, what are your alternatives.",Nico Hulkenberg
2021/12/15 23:44:36,"Sometimes I think I'm a bit impatient, and a bit more patience would help me in some cases.",Nico Hulkenberg
2021/12/15 23:44:38,"I have to do my homework, be fast and consistent. In that case I have always beaten my team-mates.",Nico Hulkenberg
2021/12/15 23:44:39,"I believe that Renault can provide me with a competitive car in the future, and that's what a driver needs and what a driver is looking for.",Nico Hulkenberg
2021/12/15 23:44:40,"I love being at home! We travel a lot so I really enjoy being at home, having a lazy day on the couch, watch a couple of movies, meet friends, cook dinner, go to the cinema, play tennis.",Nico Hulkenberg
2021/12/15 23:44:41,"For me I think the sport is as good as it is, I really personally miss the sound a lot of the old engines, the V8s, the V10s. That is personally my biggest regret or miss, what is lacking I think with the sensation of Formula 1, a lot of people associate also with that.",Nico Hulkenberg
2021/12/15 23:44:42,I think you need to be able to adjust to the required circumstances and adjust your driving style.,Nico Hulkenberg
2021/12/15 23:44:43,I think very clearly the philosophy is to build a competitive and very quick car!,Nico Hulkenberg
2021/12/15 23:44:45,I feel excited about my new home in F1. I am looking forward to working here and of course I am especially looking forward to driving the car for the first time.,Nico Hulkenberg
2021/12/15 23:44:46,It's important to drive consistently to evaluate changes that are made to the car. You need to be very accurate with your feedback and communicate as much information as possible.,Nico Hulkenberg
2021/12/15 23:44:47,I've always enjoyed visiting India and we usually go to Mumbai or Delhi a few times during the season. It's a shame there is no race in India because it's a great facility and I always enjoyed racing there.,Nico Hulkenberg
2021/12/15 23:44:49,"You don't get that opportunity everyday to do Le Mans with Porsche, a brand that has so much tradition and history. So I just grabbed the opportunity while it was there.",Nico Hulkenberg
2021/12/15 23:44:49,I'm pretty excited to be racing for Williams. They're real racers.,Nico Hulkenberg
2021/12/15 23:44:50,I just want the best team-mate I can get.,Nico Hulkenberg
2021/12/15 23:44:51,I'm not a big fan of the halo as a device. I have to face facts - it does bring something in terms of safety.,Nico Hulkenberg
2021/12/15 23:44:53,"Yes, the sound of the new V6 engines could have been a little bit better, but it is just one of those things that you get used to with time.",Nico Hulkenberg
2021/12/15 23:44:55,Renault has always been a big player in the motorsport world that brings up incredible memories.,Nico Hulkenberg
2021/12/15 23:44:56,"As a part of the Renault family, I want to develop the car and write new success stories.",Nico Hulkenberg
2021/12/15 23:44:57,I feel comfortable in my skin.,Nico Hulkenberg
2021/12/15 23:44:57,I'm not superstitious.,Nico Hulkenberg
2021/12/15 23:44:59,"If you make mistakes, you pay for them.",Nico Hulkenberg
2021/12/15 23:45:00,"My first pole position is an emotional and hopefully historic moment as I want to be in F1 for many, many years.",Nico Hulkenberg
2021/12/15 23:45:01,I can't lose any more weight. I would very much like to be 10cm shorter and 10kgs lighter. It would make my life a lot easier but it is what it is. What can I do?,Nico Hulkenberg
2021/12/15 23:45:02,"You always have some weaknesses, if you're entirely happy it means you're under-driving it.",Nico Hulkenberg
2021/12/15 23:45:04,"I find it interesting as every year people say the midfield is as tight as ever but it is always tight, it is always competitive. I've pretty much spent my entire career in the midfield so I know about it!",Nico Hulkenberg
2021/12/15 23:45:05,I want a strong team-mate and one that is challenging me.,Nico Hulkenberg
2021/12/15 23:45:06,"To be honest, all my career I've been at one number, I have my fighting weight, my happy place and that's 78kgs.",Nico Hulkenberg
2021/12/15 23:45:08,"Sometimes, especially when you are in the traffic behind other cars, you get a lot of stuff - sand, oil - and if that mixes up that can be very bad for the vision sometimes.",Nico Hulkenberg
2021/12/15 23:45:09,"It is obviously always nice to start in a strong way, but it's also very important to keep that strength during the year - the season is quite long, from March to November.",Nico Hulkenberg
2021/12/15 23:45:10,It's very difficult to predict a team's competitiveness.,Nico Hulkenberg
2021/12/15 23:45:12,"It takes leadership to improve safety. And I started off the movement in my time, but the person who has done more over the past 20 to 30 years and who has led it is Professor Sid Watkins.",Jackie Stewart
2021/12/15 23:45:13,The years I raced in were fantastic. There was so much change in the cars. We went from treaded tyres to no wings right through to slicks to enormous wings.,Jackie Stewart
2021/12/15 23:45:14,"We were racing at circuits where there were no crash barriers in front of the pits, and fuel was lying about in churns in the pit lane. A car could easily crash into the pits at any time. It was ridiculous.",Jackie Stewart
2021/12/15 23:45:16,"There has been a huge advance in technology, which has improved the safety of the cars incredibly, but there are still some heavy crash impacts and in certain circumstances there is still the chance of fire today.",Jackie Stewart
2021/12/15 23:45:18,Cornering is like bringing a woman to climax.,Jackie Stewart
2021/12/15 23:45:20,I'm not going away. I'll still be very much involved in the team but not with the same number of hours. I need to move over and allow the people who are really doing the job the space to do so.,Jackie Stewart
2021/12/15 23:45:21,"We have had more sales for this year's grand prix than any other, and we have been helped in that by the fact that Jenson had 10 podiums last season and looks like a winner. It is good for British motor racing if he is there and doing well.",Jackie Stewart
2021/12/15 23:45:22,"When there is an accident involving fire, in most cases death is caused by the inhalation of the toxic smoke. What we need is air to go to a driver for 45 seconds. I'm surprised that this is not done, and I would make it compulsory.",Jackie Stewart
2021/12/15 23:45:23,There is no doubt that Formula 1 has the best risk management of any sport and any industry in the world.,Jackie Stewart
2021/12/15 23:45:24,"In one year I travelled 450,000 miles by air.",Jackie Stewart
2021/12/15 23:45:25,"I would have been a much more popular Wolrd Champion if I had always said what people wanted to hear. I might have been dead, but definitely more popular.",Jackie Stewart
2021/12/15 23:45:26,"If I get into a car on a circuit, I drive as fast as I can; that's it!",James Hunt
2021/12/15 23:45:29,"Without going to what I think is my limit. I always say that my ideal is to get pole with the minimum effort, and to win the race at the slowest speed possible.",Alain Prost
2021/12/15 23:45:30,"The people who criticise you will not be the ones taking care of your legs when you are in your wheelchair. People who never drove a car in these conditions, they just don't know.",Alain Prost
2021/12/15 23:45:31,I like the mentality of the Americans. It's like when you talk about money.,Alain Prost
2021/12/15 23:45:32,It's not too good to have this attitude in F1. It could be a disadvantage.,Alain Prost
2021/12/15 23:45:33,That is an important part of my success. Another big part of my success is that I hated not to finish a race.,Alain Prost
2021/12/15 23:45:35,"Maybe I am not French, maybe I am from nowhere.",Alain Prost
2021/12/15 23:45:36,"I think maybe the English don't want to try something and look stupid, because they are a bit reserved.",Alain Prost
2021/12/15 23:45:37,You can't always have the best team. It's always a compromise.,Alain Prost
2021/12/15 23:45:38,"Some Italians are geniuses, but you have to find a balance.",Alain Prost
2021/12/15 23:45:39,"I have had some problems because the French don't like people to have success, they don't like the number one.",Alain Prost
2021/12/15 23:45:40,I was very interested in that. It is very important to have confidence as well as to build up experience.,Alain Prost
2021/12/15 23:45:41,I have always had this mentality because I hated to break anything on the car.,Alain Prost
2021/12/15 23:45:42,"I remember in the first part of the race I was sixth and I could have gone quicker, but I had to go slow. It was one of the most difficult things I have ever done.",Alain Prost
2021/12/15 23:45:43,In 1980 I finished three or four times in seventh place.,Alain Prost
2021/12/15 23:45:44,"When I test I never go right to the limit. Only because when you are below the limit you can go at the same speed all day, and that's the only way you can be absolutely sure about what you are testing.",Alain Prost
2021/12/15 23:45:45,It's like when people talk about driving F1 cars in the rain. I have absolutely no problem with it.,Alain Prost
2021/12/15 23:45:46,"When you win a race like this the feeling is very, very good.",Alain Prost
2021/12/15 23:45:47,I'm brave to say that I won't take this sort of risk.,Alain Prost
2021/12/15 23:45:49,People don't understand that it was maybe my biggest pleasure to drive an F1 car when it's wet.,Alain Prost
2021/12/15 23:45:50,I have no problem with the people who work hard to get success. But I think people are very jealous about success. I work very hard and they don't appreciate that.,Alain Prost
2021/12/15 23:45:51,"So in fact the only thing you can judge in this sport its the longterm. You can judge a career or a season, but not one race.",Alain Prost
2021/12/15 23:45:53,It's always better to speak the language of the team. Not only for the direct contact with everyone - sometimes it also helps you to understand the mentality of the people in the team a bit better.,Alain Prost
2021/12/15 23:45:53,A German team could be quite good. But maybe they are a little bit too convinced that they are the best.,Alain Prost
2021/12/15 23:45:55,"You want to have fun but you also want to work well. Sometimes I was quite happy at Ferrari, because we would have fun, but then they could not stop having fun and go back to the real work.",Alain Prost
2021/12/15 23:45:56,"I always work the same way, starting from the beginning of the weekend, so I know at the beginning of the race, from all that I have analysed during the practice, whether I will win the race or not.",Alain Prost
2021/12/15 23:45:57,Sometimes I think I could have got some better results if I had a different mentality; if I could have pushed hard and attacked. But then I would have had a good chance of making a mistake.,Alain Prost
2021/12/15 23:45:58,One of my biggest problems this season was with the clutch at the start of the race. I hate to risk the car.,Alain Prost
2021/12/15 23:45:59,"I don't like to go over curbs, because I don't want to be hard on the car.",Alain Prost
2021/12/15 23:46:01,"I find it incredibly annoying going to every race to finish seventh, or even fifth.",Carlos Sainz Jr
2021/12/15 23:46:02,"When you drive it is you, the car and your performance on track that counts. That is why I do it.",Carlos Sainz Jr
2021/12/15 23:46:03,I had no idea at two or three years of age that my dad was a rally driver and he was doing doughnuts around the world.,Carlos Sainz Jr
2021/12/15 23:46:04,Politics is something that is bigger than many people would think and you just need to learn how to deal with them and how to accept it and how to treat them. I think that from when you are 10 years old and you look at F1 and don't realise it's there and then it is.,Carlos Sainz Jr
2021/12/15 23:46:05,"My recommendation is to try and do the best you can in go-karting to be spotted by a big name like Red Bull or Ferrari. And like that you have a chance. If not, nowadays it's very difficult. It's always been, but these days, even more.",Carlos Sainz Jr
2021/12/15 23:46:07,In an F1 team at the end you have your little family and I feel that Red Bull is definitely mine and my place to be at the moment.,Carlos Sainz Jr
2021/12/15 23:46:09,"Everyone on the grid gets nervous before a Formula 1 race. It's just how you manage it. It's impossible not to be a bit nervous before a Formula 1 start or even before a World Series start. You have nerves. The thing is, you know how to control them.",Carlos Sainz Jr
